"email","nombre","sector","website","ciudad","fecha"
"privacidad@gastronosfera.com","Tapas en Huelva: los mejores bares para tapear como un local","bar de tapas","https://www.gastronosfera.com/top-lists/tapas-en-huelva-los-mejores-bares-para-tapear-como-un-local","Huelva","2026-05-21"
"epozuelo@esurpan.es","Esurpan Panadería en Estado Puro","panaderia","https://esurpan.es/","Huelva","2026-05-21"
"comercial@polvillo.es","Polvillo","panaderia","https://polvillo.es/apertura-panaderia-calle-puebla-de-guzman-32-huelva/","Huelva","2026-05-21"
"pasteleriasdioni@gmail.com","Pastelería Dioni","panaderia","https://pasteleriadioni.com/","Huelva","2026-05-21"
"heladeriapuravida@gmail.com","Heladeria Pura Vida🍦✨ Menú a Domicilio en Huelva | Menú & Precios | Uber Eats","heladeria","https://www.ubereats.com/es/store/heladeria-pura-vida/MqWoBmWgREqebbnMjVLgYQ?srsltid=AfmBOoqjmytmYWiOVuIq3M0QKKM589EF9oScIilMqqlcoRorhk4PqJyq","Huelva","2026-05-21"
"nuukicelovers@gmail.com","NUUK |","heladeria","https://nuukicelovers.com/","Huelva","2026-05-21"
"info@holea.es","Centro Comercial Holea","tienda de ropa","https://www.holea.es/tiendas/","Huelva","2026-05-21"
"merche@thepinklionshop.es","The Pink Lion","tienda de ropa","https://thepinklionshop.es/","Huelva","2026-05-21"
"rafimoramodaycomplementos@gmail.com","Rafi Mora","tienda de ropa","https://rafimora.es/?srsltid=AfmBOooz4sALIFSQw5fn0b88LVhhYUJ0To_BeaOq69GjPO_VF1qgp1YZ","Huelva","2026-05-21"
"huelva@puntitisport.com","PUNTiTi SPORT | Pedidos de Colectivos Online","zapateria","https://puntitisport.com/","Huelva","2026-05-21"
"onlineshop-es@deichmann.com","DEICHMANN tienda Huelva, Ronda Exterior Zona Sur S/N","zapateria","https://stores.deichmann.com/es-es/es/andalucia/huelva/ronda-exterior-zona-sur-sn","Huelva","2026-05-21"
"info@dospies.es","Dospies Zapaterías","zapateria","https://dospies.es/?srsltid=AfmBOoqTW1nreBTK15H2igMj8g6Gm7F_Ih0umokrIwiUir0DJH_QuMbK","Huelva","2026-05-21"
"info@lazapateria.net","La Zapatería – Tu tienda de confianza","zapateria","https://lazapateria.net/","Huelva","2026-05-21"
